Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-24 00:00:00+05:30,3663.4995783587715,3668.742304212367,3631.429538571892,3636.341552734375,1309452,0.0,0.0
2024-05-27 00:00:00+05:30,3641.5365929797185,3691.9325288692844,3628.64252842061,3634.02685546875,1841538,0.0,0.0
2024-05-28 00:00:00+05:30,3644.370053464376,3655.705574626007,3617.920504087237,3627.272216796875,1801993,0.0,0.0
2024-05-29 00:00:00+05:30,3635.774643725855,3635.774643725855,3589.582477254128,3593.0302734375,1568095,0.0,0.0
2024-05-30 00:00:00+05:30,3567.855604818015,3584.2920197241397,3509.7137762005277,3529.220458984375,2919230,0.0,0.0
2024-05-31 00:00:00+05:30,3532.904510318457,3542.1618998121,3451.430442400017,3467.677978515625,10956800,0.0,0.0
2024-06-03 00:00:00+05:30,3526.103542889748,3543.815298291685,3491.3412248298496,3497.81201171875,2156773,0.0,0.0
2024-06-04 00:00:00+05:30,3495.1194153242764,3537.627624429572,3392.6274000370645,3509.288818359375,3395997,0.0,0.0
2024-06-05 00:00:00+05:30,3510.2334721952598,3574.2792205302862,3495.1194421750433,3538.997314453125,2799670,0.0,0.0
2024-06-06 00:00:00+05:30,3571.634109972148,3627.2725390345563,3534.3213495003415,3618.298583984375,4328036,0.0,0.0
2024-06-07 00:00:00+05:30,3624.8168128885063,3698.2142761529285,3624.8168128885063,3678.329833984375,4552445,0.0,0.0
2024-06-10 00:00:00+05:30,3679.321494112552,3689.617834286387,3629.161717309955,3645.031494140625,1734661,0.0,0.0
2024-06-11 00:00:00+05:30,3632.0901763711736,3665.1048380918546,3628.311669035547,3638.797119140625,1419898,0.0,0.0
2024-06-12 00:00:00+05:30,3659.8622913039767,3677.9047569591216,3615.5121054162055,3619.4794921875,2177001,0.0,0.0
2024-06-13 00:00:00+05:30,3643.236896058969,3674.598461482482,3638.7026410361236,3663.404541015625,1932323,0.0,0.0
2024-06-14 00:00:00+05:30,3673.6538756786167,3673.6538756786167,3616.031636949793,3619.857421875,1860730,0.0,0.0
2024-06-18 00:00:00+05:30,3614.1898098741085,3629.256562858962,3584.9063758687394,3603.84619140625,1774045,0.0,0.0
2024-06-19 00:00:00+05:30,3615.7010098615556,3621.557881055292,3582.9225030243783,3591.18798828125,1509050,0.0,0.0
2024-06-20 00:00:00+05:30,3585.8035709865335,3598.981069597492,3570.736818650082,3577.5380859375,2846526,0.0,0.0
2024-06-21 00:00:00+05:30,3615.08724810415,3663.0743420998706,3587.7403447033967,3599.737060546875,4642195,0.0,0.0
2024-06-24 00:00:00+05:30,3597.8478554509443,3643.426105277136,3581.364161482725,3605.4521484375,1702154,0.0,0.0
2024-06-25 00:00:00+05:30,3605.6411180787836,3634.5938422484783,3582.8755160198134,3625.9033203125,1338808,0.0,0.0
2024-06-26 00:00:00+05:30,3631.618235835589,3652.8250643098772,3628.312041577448,3642.33984375,1639845,0.0,0.0
2024-06-27 00:00:00+05:30,3618.8657792176605,3723.719368748634,3606.6801840344065,3716.303955078125,4526556,0.0,0.0
2024-06-28 00:00:00+05:30,3700.8591386940006,3740.722345851188,3682.013879060851,3687.96484375,2731571,0.0,0.0
2024-07-01 00:00:00+05:30,3668.930984521538,3780.1135277066987,3668.930984521538,3757.914794921875,2658723,0.0,0.0
2024-07-02 00:00:00+05:30,3772.462155624164,3800.61185331036,3762.023982045802,3794.944091796875,2307449,0.0,0.0
2024-07-03 00:00:00+05:30,3797.399960989219,3803.162277059337,3735.9992153513335,3745.681640625,1821198,0.0,0.0
2024-07-04 00:00:00+05:30,3778.3661175753045,3823.2358967427767,3761.598989570618,3798.297607421875,2518001,0.0,0.0
2024-07-05 00:00:00+05:30,3787.953678275629,3803.7761780539627,3767.171887521997,3789.654052734375,1668616,0.0,0.0
2024-07-08 00:00:00+05:30,3799.2892844506714,3808.027083028784,3757.7729794930797,3772.083984375,1758882,0.0,0.0
2024-07-09 00:00:00+05:30,3764.3379893103715,3785.072502499781,3754.9862757638116,3764.810302734375,1305801,0.0,0.0
2024-07-10 00:00:00+05:30,3763.110464235507,3781.6252453420952,3685.9344858860404,3692.6884765625,2669716,0.0,0.0
2024-07-11 00:00:00+05:30,3713.3279506703648,3759.614663868749,3679.8882542002434,3706.43212890625,4872189,0.0,0.0
2024-07-12 00:00:00+05:30,3759.614896256505,3967.3857582493197,3751.396688713167,3952.271728515625,13509164,0.0,0.0
2024-07-15 00:00:00+05:30,4001.156311371623,4005.2180225102193,3926.8610373129627,3938.338623046875,4848030,0.0,0.0
2024-07-16 00:00:00+05:30,3940.9836318368075,3962.2847850425974,3915.3841492662273,3947.07666015625,2029521,0.0,0.0
2024-07-18 00:00:00+05:30,3929.6474707764414,4085.5108920932958,3929.6474707764414,4076.583984375,5613364,0.0,0.0
2024-07-19 00:00:00+05:30,4087.8043639433604,4126.955499689888,4057.3641651955472,4073.60205078125,3903354,10.0,0.0
2024-07-22 00:00:00+05:30,4071.2820847406656,4090.218499814398,4038.19051447339,4059.35205078125,1896386,0.0,0.0
2024-07-23 00:00:00+05:30,4055.2340980748054,4129.749091200278,4039.4220034038367,4073.55517578125,2365208,0.0,0.0
2024-07-24 00:00:00+05:30,4059.494666466346,4108.350718063942,4041.1264332081723,4077.24755859375,1809793,0.0,0.0
2024-07-25 00:00:00+05:30,4066.595241107577,4112.042638447079,4046.901553853059,4092.6328125,2810342,0.0,0.0
2024-07-26 00:00:00+05:30,4118.670552129421,4187.2679052166895,4106.4090376287495,4154.5078125,3552210,0.0,0.0
2024-07-29 00:00:00+05:30,4180.214323934273,4195.363458517048,4138.5542038316435,4148.1171875,1746803,0.0,0.0
2024-07-30 00:00:00+05:30,4157.585227320139,4164.118198879963,4097.177778242139,4133.20458984375,1797906,0.0,0.0
2024-07-31 00:00:00+05:30,4118.670902108038,4179.267439518362,4113.936797622856,4152.14111328125,2330091,0.0,0.0
2024-08-01 00:00:00+05:30,4165.443127805721,4184.2847683252885,4132.919742480951,4163.265625,2202244,0.0,0.0
2024-08-02 00:00:00+05:30,4132.872664673588,4164.117750110982,4042.9246914447235,4055.280517578125,2811282,0.0,0.0
2024-08-05 00:00:00+05:30,4013.5736879846177,4013.5736879846177,3891.907205581687,3934.087890625,2787771,0.0,0.0
2024-08-06 00:00:00+05:30,3949.14268931395,4031.7999662691227,3939.532087639672,3949.37939453125,2203067,0.0,0.0
2024-08-07 00:00:00+05:30,4003.1584593448297,4019.2072572996026,3957.994920939523,3977.07373046875,1237666,0.0,0.0
2024-08-08 00:00:00+05:30,3958.6580478204482,4006.945912072743,3938.7748095989155,3950.6572265625,2441283,0.0,0.0
2024-08-09 00:00:00+05:30,3992.7435074037467,4027.4443989451242,3981.902223791584,4003.86865234375,1302536,0.0,0.0
2024-08-12 00:00:00+05:30,4005.051951129163,4013.5733382592252,3963.7233160113306,3972.528564453125,936912,0.0,0.0
2024-08-13 00:00:00+05:30,3988.956299705632,4008.839537848005,3960.5516737879557,3973.760009765625,1495593,0.0,0.0
2024-08-14 00:00:00+05:30,3985.1689766880017,4077.2001486736017,3965.42766940822,4066.832275390625,3226545,0.0,0.0
2024-08-16 00:00:00+05:30,4118.670675923561,4191.575880991633,4095.0949293450403,4181.2080078125,3457058,0.0,0.0
2024-08-19 00:00:00+05:30,4185.8954285347645,4255.250063264502,4156.875458820732,4251.22607421875,2055210,0.0,0.0
2024-08-20 00:00:00+05:30,4265.428731207059,4322.237992887953,4260.694626066985,4282.75537109375,2212298,0.0,0.0
2024-08-21 00:00:00+05:30,4277.736579801988,4317.503055311436,4253.639804359008,4309.455078125,1896990,0.0,0.0
2024-08-22 00:00:00+05:30,4317.5030108146375,4318.402675534502,4258.042847258311,4262.58740234375,1829872,0.0,0.0
2024-08-23 00:00:00+05:30,4260.693506184104,4266.374430859017,4218.086571122263,4226.51318359375,1809253,0.0,0.0
2024-08-26 00:00:00+05:30,4250.278746663329,4310.0703901887255,4246.491463306979,4263.013671875,1844164,0.0,0.0
2024-08-27 00:00:00+05:30,4265.428242149461,4270.162346746741,4248.1959164894,4257.99560546875,930697,0.0,0.0
2024-08-28 00:00:00+05:30,4259.510267771518,4319.8700965173775,4220.2643589002255,4266.421875,1848058,0.0,0.0
2024-08-29 00:00:00+05:30,4222.821074859477,4313.715878264525,4222.821074859477,4271.8662109375,2133641,0.0,0.0
2024-08-30 00:00:00+05:30,4260.694311007412,4348.038544383064,4249.1429103938235,4311.5859375,3637222,0.0,0.0
2024-09-02 00:00:00+05:30,4332.652505910395,4344.014356887433,4272.055967366194,4280.62451171875,1216500,0.0,0.0
2024-09-03 00:00:00+05:30,4280.623781915076,4313.620577631577,4256.811332431798,4272.38671875,1717263,0.0,0.0
2024-09-04 00:00:00+05:30,4238.869372185236,4248.384735865379,4200.759836723105,4241.046875,1265505,0.0,0.0
2024-09-05 00:00:00+05:30,4242.704111797141,4259.746886626945,4217.281880213047,4237.9228515625,1688793,0.0,0.0
2024-09-06 00:00:00+05:30,4236.028665064455,4278.635596658736,4203.883917302406,4219.7431640625,1649179,0.0,0.0
2024-09-09 00:00:00+05:30,4218.0871166522065,4251.462553433798,4194.890004562873,4212.9267578125,1184938,0.0,0.0
2024-09-10 00:00:00+05:30,4206.20399246566,4298.519014859862,4204.310350980651,4268.1259765625,1385591,0.0,0.0
2024-09-11 00:00:00+05:30,4281.00383317773,4307.420045613886,4233.473235852587,4241.142578125,1325919,0.0,0.0
2024-09-12 00:00:00+05:30,4270.398636628928,4291.5601745835365,4195.6469473824145,4277.45263671875,2742216,0.0,0.0
2024-09-13 00:00:00+05:30,4289.098178257309,4305.194131685647,4265.427658509752,4282.091796875,1458786,0.0,0.0
2024-09-16 00:00:00+05:30,4286.257554903444,4304.294305347718,4255.43872427556,4273.23876953125,1155120,0.0,0.0
2024-09-17 00:00:00+05:30,4273.238899164255,4294.589522896417,4228.501617164474,4266.04296875,1699364,0.0,0.0
2024-09-18 00:00:00+05:30,4257.901071253871,4257.901071253871,4091.213423900801,4115.02587890625,2961779,0.0,0.0
2024-09-19 00:00:00+05:30,4156.590462569691,4187.031121100962,4054.0971111064046,4067.68408203125,2927551,0.0,0.0
2024-09-20 00:00:00+05:30,4087.330737178729,4100.397141985248,4002.685047675482,4057.032470703125,5447908,0.0,0.0
2024-09-23 00:00:00+05:30,4071.32949426943,4080.229517445096,4026.828916076253,4041.504638671875,1702319,0.0,0.0
2024-09-24 00:00:00+05:30,4025.550824249018,4062.8083176204914,4014.5204536730093,4044.15576171875,3012026,0.0,0.0
2024-09-25 00:00:00+05:30,4026.213911907486,4061.482990128777,4014.5205814302008,4047.422607421875,2713073,0.0,0.0
2024-09-26 00:00:00+05:30,4033.456837871287,4087.2360774502895,4033.456837871287,4064.228515625,3964251,0.0,0.0
2024-09-27 00:00:00+05:30,4104.468833102264,4145.182134099588,4071.377255854054,4079.567626953125,3012477,0.0,0.0
2024-09-30 00:00:00+05:30,4058.926049161128,4070.1459682536542,4033.5038178792897,4041.504638671875,2503416,0.0,0.0
2024-10-01 00:00:00+05:30,4029.2435420878182,4067.305927628493,4017.313968463482,4059.873291015625,1823365,0.0,0.0
2024-10-03 00:00:00+05:30,4035.9187010687683,4051.4464707512293,3986.1158312368952,4007.656005859375,3350119,0.0,0.0
2024-10-04 00:00:00+05:30,4000.317786149061,4069.4357029274943,3999.4181214842306,4026.11865234375,2965463,0.0,0.0
2024-10-07 00:00:00+05:30,4046.6170237151414,4068.7253802139394,4004.483501248559,4045.623046875,1472619,0.0,0.0
2024-10-08 00:00:00+05:30,4045.3872397570553,4051.825437221579,3980.388074704301,4027.066162109375,1541867,0.0,0.0
2024-10-09 00:00:00+05:30,4033.457129138987,4066.5958614206456,4020.8645957979184,4026.7822265625,1082504,0.0,0.0
2024-10-10 00:00:00+05:30,4027.065743241721,4065.506761861307,3975.322076727874,4002.59033203125,2378875,0.0,0.0
2024-10-11 00:00:00+05:30,3922.6788421196575,4016.3669515997326,3893.7536496314738,3928.54931640625,5759183,0.0,0.0
2024-10-14 00:00:00+05:30,3919.8384463197513,3943.887604227915,3902.985219568291,3916.66650390625,2137590,0.0,0.0
2024-10-15 00:00:00+05:30,3911.364268047913,3948.1959706652674,3877.231559755508,3897.8720703125,2759474,0.0,0.0
2024-10-16 00:00:00+05:30,3867.7632605900644,3896.1678867388287,3850.9098028436433,3877.18408203125,2359151,0.0,0.0
2024-10-17 00:00:00+05:30,3894.0845506582914,3910.3228978529323,3875.2902957519555,3890.48681640625,2522659,0.0,0.0
2024-10-18 00:00:00+05:30,3881.944405297675,3935.2379992491005,3872.453098683255,3913.31298828125,2361000,10.0,0.0
2024-10-21 00:00:00+05:30,3922.3776803062365,3929.3538837407996,3862.9620049373275,3872.31103515625,1595450,0.0,0.0
2024-10-22 00:00:00+05:30,3859.165723179126,3881.7550819217454,3802.550165255864,3811.234619140625,1928049,0.0,0.0
2024-10-23 00:00:00+05:30,3796.143361546141,3904.2965301967497,3791.919544419266,3859.40283203125,1966476,0.0,0.0
2024-10-24 00:00:00+05:30,3800.3195802607424,3871.504387583309,3800.3195802607424,3841.986328125,2676744,0.0,0.0
2024-10-25 00:00:00+05:30,3850.670942439126,3883.8430156937015,3827.5595160672574,3851.1455078125,1759676,0.0,0.0
2024-10-28 00:00:00+05:30,3861.9653632236445,3923.7063623671393,3844.928513292037,3882.75146484375,1532534,0.0,0.0
2024-10-29 00:00:00+05:30,3887.497254393904,3894.7580119042254,3853.5658302619245,3867.945068359375,1445885,0.0,0.0
2024-10-30 00:00:00+05:30,3867.7076804676617,3898.079863479923,3853.518222560894,3876.86669921875,1935002,0.0,0.0
2024-10-31 00:00:00+05:30,3862.962154926698,3870.839986500922,3758.557772361112,3766.577880859375,3740372,0.0,0.0
2024-11-01 00:00:00+05:30,3786.889338989994,3795.5262896074955,3773.791288560614,3781.526611328125,154895,0.0,0.0
2024-11-04 00:00:00+05:30,3764.5373521831416,3788.834960428504,3714.1859193893415,3762.49658203125,2269192,0.0,0.0
2024-11-05 00:00:00+05:30,3740.61911840681,3783.234994421101,3740.61911840681,3769.330322265625,967590,0.0,0.0
2024-11-06 00:00:00+05:30,3799.9400361634475,3938.7026764053235,3773.032086197068,3929.069091796875,3792017,0.0,0.0
2024-11-07 00:00:00+05:30,3957.5905174928102,3991.8537654616457,3877.246463642715,3939.74658203125,3724349,0.0,0.0
2024-11-08 00:00:00+05:30,3943.637967299403,3957.6376448006463,3908.187843785678,3936.044921875,1648039,0.0,0.0
2024-11-11 00:00:00+05:30,3918.201280337874,4018.9036701513614,3908.187674053703,3985.114990234375,1406487,0.0,0.0
2024-11-12 00:00:00+05:30,4001.5350272065516,4003.4332886046573,3952.51251928902,3983.881103515625,1587640,0.0,0.0
2024-11-13 00:00:00+05:30,3965.5632315109633,3983.264427096759,3920.9063521955636,3939.224853515625,1098813,0.0,0.0
2024-11-14 00:00:00+05:30,3924.655300859059,3948.383567490613,3907.049112395529,3935.000732421875,1825432,0.0,0.0
2024-11-18 00:00:00+05:30,3998.687803877484,3998.687803877484,3787.2214288591285,3815.031005859375,3313944,0.0,0.0
2024-11-19 00:00:00+05:30,3815.4104775297365,3921.9504005395133,3809.9057047468586,3834.06103515625,1776233,0.0,0.0
2024-11-21 00:00:00+05:30,3839.1386042394874,3884.2698145282143,3819.3018656674813,3865.6669921875,2384347,0.0,0.0
2024-11-22 00:00:00+05:30,3863.9112312507355,4038.504015740722,3847.776008717878,4028.680419921875,3096553,0.0,0.0
2024-11-25 00:00:00+05:30,4062.2798980460716,4107.933183046781,4035.8942467022307,4095.594482421875,4052167,0.0,0.0
2024-11-26 00:00:00+05:30,4101.240893559863,4144.47407361588,4090.7531850402665,4131.28125,2060669,0.0,0.0
2024-11-27 00:00:00+05:30,4137.2131813248125,4154.724363536381,4104.088151292946,4112.15576171875,1558993,0.0,0.0
2024-11-28 00:00:00+05:30,4099.2955217974695,4119.179995477792,4017.670281030027,4028.96484375,2558544,0.0,0.0
2024-11-29 00:00:00+05:30,4005.330857885733,4080.0276163707545,3982.2194366688827,4053.59423828125,2017425,0.0,0.0
2024-12-02 00:00:00+05:30,4052.788226834513,4070.0625915391006,4014.870268702841,4059.099853515625,1670944,0.0,0.0
2024-12-03 00:00:00+05:30,4094.882078988639,4104.990228133534,4048.469681005338,4083.8720703125,2010905,0.0,0.0
2024-12-04 00:00:00+05:30,4094.1224503683907,4163.789012881952,4070.8687487593297,4132.89453125,3302642,0.0,0.0
2024-12-05 00:00:00+05:30,4176.934278953506,4260.647793669346,4138.209931031042,4236.966796875,3746747,0.0,0.0
2024-12-06 00:00:00+05:30,4226.479320621802,4237.868889866684,4188.276807112925,4219.36083984375,1842087,0.0,0.0
2024-12-09 00:00:00+05:30,4205.07650413352,4242.0448686697655,4190.934085246633,4225.67236328125,2066639,0.0,0.0
2024-12-10 00:00:00+05:30,4200.994991803812,4265.20359458783,4187.659890094591,4207.0693359375,2087828,0.0,0.0
2024-12-11 00:00:00+05:30,4206.4055751643855,4222.350787782597,4182.819581274404,4202.2294921875,1635256,0.0,0.0
2024-12-12 00:00:00+05:30,4204.695866937232,4256.850779252977,4200.852073349761,4228.32958984375,1914642,0.0,0.0
2024-12-13 00:00:00+05:30,4209.347069742307,4266.247172902569,4170.859544659024,4246.3154296875,1967048,0.0,0.0
2024-12-16 00:00:00+05:30,4232.1737900519,4247.359881247422,4173.327686669254,4190.60205078125,1646224,0.0,0.0
2024-12-17 00:00:00+05:30,4185.666159565598,4207.44889332409,4098.346139910261,4108.31201171875,3225027,0.0,0.0
2024-12-18 00:00:00+05:30,4092.366754522636,4140.107840205238,4071.3908747482337,4126.677734375,1575404,0.0,0.0
2024-12-19 00:00:00+05:30,4064.177865984916,4142.006587379303,4045.1952510106753,4054.591552734375,3015763,0.0,0.0
2024-12-20 00:00:00+05:30,4108.7866456248585,4159.090570831168,3941.2650833812017,3958.159423828125,4116989,0.0,0.0
2024-12-23 00:00:00+05:30,3986.3959798160035,4002.4839296244636,3905.577598089669,3946.769775390625,2195338,0.0,0.0
2024-12-24 00:00:00+05:30,3946.7700890546093,4003.4333784366027,3946.7700890546093,3966.891845703125,1181886,0.0,0.0
2024-12-26 00:00:00+05:30,3966.8918629397335,3986.3017716323247,3932.390868416551,3957.02099609375,1208464,0.0,0.0
2024-12-27 00:00:00+05:30,3951.2313201079583,3968.26840248144,3936.282510765729,3952.9873046875,858100,0.0,0.0
2024-12-30 00:00:00+05:30,3939.8413510297137,3985.684176313855,3902.825255464751,3947.244384765625,1527169,0.0,0.0
2024-12-31 00:00:00+05:30,3924.655496583325,3929.353878987766,3826.9425360658684,3886.50048828125,1555429,0.0,0.0
2025-01-01 00:00:00+05:30,3886.1208416217773,3923.706511928217,3877.62616777211,3903.2529296875,763161,0.0,0.0
2025-01-02 00:00:00+05:30,3910.4182421383885,3970.213472540019,3888.5409662336,3963.332275390625,1720835,0.0,0.0
2025-01-03 00:00:00+05:30,3967.3190100554248,3967.3190100554248,3884.127566106747,3891.3408203125,1791953,0.0,0.0
2025-01-06 00:00:00+05:30,3896.656302584134,3938.560332599053,3859.545197490021,3886.6904296875,2085593,0.0,0.0
2025-01-07 00:00:00+05:30,3905.6253667734477,3929.7331926762554,3807.48511819948,3823.383056640625,2669054,0.0,0.0
2025-01-08 00:00:00+05:30,3829.6473413152235,3916.113240154538,3813.3698426153405,3899.408447265625,2181277,0.0,0.0
2025-01-09 00:00:00+05:30,3892.3851104960186,3927.2656647049257,3820.535960823577,3833.396728515625,2392472,0.0,0.0
2025-01-10 00:00:00+05:30,3986.3490838137277,4078.41476503514,3957.875161786487,4048.659423828125,7894300,0.0,0.0
2025-01-13 00:00:00+05:30,4029.060163870238,4103.045093599212,4012.3553694421994,4072.815185546875,4003771,0.0,0.0
2025-01-14 00:00:00+05:30,4083.160028403723,4094.454590373018,4004.429456147033,4017.71728515625,3441709,0.0,0.0
2025-01-15 00:00:00+05:30,4003.4336440894426,4039.9279080856195,3993.4204997024085,4033.42626953125,1653474,0.0,0.0
2025-01-16 00:00:00+05:30,4043.2966270133784,4075.5670695763956,3978.6134649763417,3992.328125,2637705,0.0,0.0
2025-01-17 00:00:00+05:30,4020.939695681563,4021.6165011799776,3963.08887255939,3986.52880859375,1761466,76.0,0.0
2025-01-20 00:00:00+05:30,4007.3105183689017,4007.3105183689017,3932.2063483825796,3941.582275390625,1287799,0.0,0.0
2025-01-21 00:00:00+05:30,3958.497981875744,3973.6734816653625,3895.379258358407,3901.033935546875,1971591,0.0,0.0
2025-01-22 00:00:00+05:30,3914.711087541146,4024.0812547656583,3909.104787428617,4017.750244140625,2409223,0.0,0.0
2025-01-23 00:00:00+05:30,4028.769436842585,4051.3395327602407,4001.7529079009387,4006.972900390625,1822998,0.0,0.0
2025-01-24 00:00:00+05:30,3966.9068713794295,4038.4349192551795,3966.9068713794295,4013.641845703125,1910099,0.0,0.0
2025-01-27 00:00:00+05:30,3964.973867046099,4017.5084152856,3906.0599315038703,3929.354736328125,1551782,0.0,0.0
2025-01-28 00:00:00+05:30,3934.816117007367,3964.9738425768846,3893.735817565749,3905.3349609375,2468272,0.0,0.0
2025-01-29 00:00:00+05:30,3918.5775340354608,3970.6287878295893,3918.5775340354608,3962.847412109375,1217089,0.0,0.0
2025-01-30 00:00:00+05:30,3962.943972286711,3991.941831258984,3922.927021299046,3963.0888671875,1531251,0.0,0.0
2025-01-31 00:00:00+05:30,3972.7066328908318,3990.5405047390313,3948.7833995175843,3975.0263671875,1492943,0.0,0.0
2025-02-01 00:00:00+05:30,3975.606564509793,3997.741503018046,3920.5106310847846,3937.087646484375,437172,0.0,0.0
2025-02-03 00:00:00+05:30,3896.2488211358454,3940.8089579536745,3865.1245003058734,3932.73779296875,1265713,0.0,0.0
2025-02-04 00:00:00+05:30,3947.285122132378,3981.2610880254483,3930.2248097290194,3969.85498046875,2547132,0.0,0.0
2025-02-05 00:00:00+05:30,4011.3703550712034,4011.3703550712034,3939.8423053663196,3954.43798828125,1693912,0.0,0.0
2025-02-06 00:00:00+05:30,3968.259986916976,4001.2209788539626,3916.2089750568643,3946.36669921875,2284536,0.0,0.0
2025-02-07 00:00:00+05:30,3953.374595002479,3953.374595002479,3874.113784051329,3894.798828125,1548940,0.0,0.0
2025-02-10 00:00:00+05:30,3905.045086746592,3916.644230568612,3880.2520112210996,3902.096923828125,1339511,0.0,0.0
2025-02-11 00:00:00+05:30,3884.1667849836185,3905.045339609273,3822.8847322165034,3831.149169921875,1810908,0.0,0.0
2025-02-12 00:00:00+05:30,3838.446649169052,3887.404606196338,3808.5303361658844,3818.1962890625,1678002,0.0,0.0
2025-02-13 00:00:00+05:30,3835.4501025039126,3851.3505477933163,3771.896462322554,3779.532470703125,2277310,0.0,0.0
2025-02-14 00:00:00+05:30,3793.886412954254,3816.1181040365336,3769.72153134308,3803.407470703125,1681975,0.0,0.0
2025-02-17 00:00:00+05:30,3727.674715397498,3802.585849960782,3727.3846896150562,3774.0712890625,1799806,0.0,0.0
2025-02-18 00:00:00+05:30,3768.1750490618683,3793.3065270348457,3735.4075625604055,3743.81689453125,2149879,0.0,0.0
2025-02-19 00:00:00+05:30,3742.8500136623115,3745.5081505528037,3642.2757324813897,3657.693115234375,4366672,0.0,0.0
2025-02-20 00:00:00+05:30,3635.848185178673,3661.4629603766616,3625.988960412709,3653.150146484375,2888572,0.0,0.0
2025-02-21 00:00:00+05:30,3649.960586134303,3689.4942392872176,3648.8972369162293,3659.52978515625,1833931,0.0,0.0
2025-02-24 00:00:00+05:30,3618.1114451391504,3637.491729934909,3547.4050866481334,3552.818115234375,2508516,0.0,0.0
2025-02-25 00:00:00+05:30,3503.907852529123,3535.8054964280086,3500.283120267886,3508.305908203125,4101954,0.0,0.0
2025-02-27 00:00:00+05:30,3491.0523230089602,3516.473827507661,3480.419774327656,3491.8740234375,3823856,0.0,0.0
2025-02-28 00:00:00+05:30,3465.195760859545,3479.743067268356,3341.5199398740847,3366.89306640625,7085018,0.0,0.0
2025-03-03 00:00:00+05:30,3368.584339801977,3405.556606946145,3360.0298777157327,3376.365478515625,4990439,0.0,0.0
2025-03-04 00:00:00+05:30,3357.952083726606,3432.3799220820893,3348.576156481458,3414.06298828125,2797737,0.0,0.0
2025-03-05 00:00:00+05:30,3403.2370189380595,3480.081342184221,3403.2370189380595,3428.561767578125,2501894,0.0,0.0
2025-03-06 00:00:00+05:30,3438.179549305139,3488.87742658408,3417.977801534333,3481.289794921875,2786513,0.0,0.0
2025-03-07 00:00:00+05:30,3479.743027656133,3503.9079097926337,3454.998093954285,3490.56884765625,2051315,0.0,0.0
2025-03-10 00:00:00+05:30,3486.0259949428714,3501.1049762137254,3462.9244613654673,3469.73876953125,1004626,0.0,0.0
2025-03-11 00:00:00+05:30,3439.146261421323,3468.869068486726,3419.4759516197346,3455.868408203125,1995450,0.0,0.0
2025-03-12 00:00:00+05:30,3445.912018992584,3450.020048748746,3370.3726956351015,3389.076171875,3174167,0.0,0.0
